ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS 
155,335,5,-5,0,240,10,80,20,800,400,20,5,60
160,330,5,-5,0,240,10,80,20,800,400,20,5,60
165,325,5,-5,0,240,10,80,20,800,400,20,5,60
170,320,5,-5,0,240,10,80,20,800,400,20,5,60
175,315,5,-5,0,240,10,80,20,800,400,20,5,60
180,310,5,-5,0,240,10,80,20,800,400,20,5,60
185,305,5,-5,0,240,10,80,20,800,400,20,5,60
190,300,5,-5,0,240,10,80,20,800,400,20,5,60
195,295,5,-5,0,240,10,80,20,800,400,20,5,60
200,290,5,-5,0,240,10,80,20,800,400,20,5,60
205,285,5,-5,0,240,10,80,20,800,400,20,5,60
210,280,5,-5,0,240,10,80,20,800,400,20,5,60
215,275,5,-5,0,240,10,80,20,800,400,20,5,60
220,270,5,-5,0,240,10,80,20,800,400,20,5,60
225,265,5,-5,0,240,10,80,20,800,400,20,5,60
230,260,5,-5,0,240,10,80,20,800,400,20,5,60
235,255,5,-5,0,240,10,80,20,800,400,20,5,60
240,250,5,-5,0,240,10,80,20,800,400,20,5,60
245,245,5,-5,0,240,10,80,20,800,400,20,5,60
250,240,5,-5,0,240,10,80,20,800,400,20,5,60
255,235,5,-5,0,240,10,80,20,800,400,20,5,60
260,230,5,-5,0,240,10,80,20,800,400,20,5,60
265,225,5,-5,0,240,10,80,20,800,400,20,5,60
270,220,5,-5,0,240,10,80,20,800,400,20,5,60
275,215,5,-5,0,240,10,80,20,800,400,20,5,60
280,210,5,-5,0,240,10,80,20,800,400,20,5,60
285,205,5,-5,0,240,10,80,20,800,400,20,5,60
290,200,5,-5,0,240,10,80,20,800,400,20,5,60
295,195,5,-5,0,240,10,80,20,800,400,20,5,60
300,190,5,-5,0,240,10,80,20,800,400,20,5,60
305,185,5,-5,0,240,10,80,20,800,400,20,5,60
310,180,5,-5,0,240,10,80,20,800,400,20,5,60
315,175,5,-5,0,240,10,80,20,800,400,20,5,60
320,170,5,-5,0,240,10,80,20,800,400,20,5,60
325,165,5,-5,0,240,10,80,20,800,400,20,5,60
330,160,5,-5,0,240,10,80,20,800,400,20,5,60
335,155,5,-5,0,240,10,80,20,800,400,20,5,60
340,150,5,-5,-1,240,10,80,20,800,400,20,5,60
345,145,5,-5,0,220,10,80,20,800,400,20,5,60
350,140,5,-5,0,220,10,80,20,800,400,20,5,60
355,135,5,-5,0,220,10,80,20,800,400,20,5,60
360,130,5,-5,0,220,10,80,20,800,400,20,5,60
365,125,5,-5,0,220,10,80,20,800,400,20,5,60
370,120,5,-5,0,220,10,80,20,800,400,20,5,60
375,115,5,-5,0,220,10,80,20,800,400,20,5,60
380,110,5,-5,0,220,10,80,20,800,400,20,5,60
385,105,5,-5,-1,220,10,80,20,800,400,20,5,60
390,100,5,-5,0,200,10,80,20,800,400,20,5,60
395,95,5,-5,0,200,10,80,20,800,400,20,5,60
400,90,5,-5,0,200,10,80,20,800,400,20,5,60
405,85,5,-5,0,200,10,80,20,800,400,20,5,60
410,80,5,-5,0,200,10,80,20,800,400,20,5,60
415,75,5,-5,0,200,10,80,20,800,400,20,5,60
420,70,5,-5,0,200,10,80,20,800,400,20,5,60
425,65,5,-5,0,200,10,80,20,800,400,20,5,60
430,60,5,-5,0,200,10,80,20,800,400,20,5,60
435,55,5,-5,-1,200,10,80,20,800,400,20,5,60
440,50,5,-5,0,180,10,80,20,800,400,20,5,60
445,45,5,-5,0,180,10,80,20,800,400,20,5,60
450,40,5,-5,0,180,10,80,20,800,400,20,5,60
455,35,5,-5,0,180,10,80,20,800,400,20,5,60
460,30,5,-5,0,180,10,80,20,800,400,20,5,60
465,35,5,5,0,180,10,80,20,800,400,20,5,60
470,40,5,5,0,180,10,80,20,800,400,20,5,60
475,45,5,5,0,180,10,80,20,800,400,20,5,60
480,50,5,5,0,180,10,80,20,800,400,20,5,60
485,55,5,5,0,180,10,80,20,800,400,20,5,60
490,60,5,5,0,180,10,80,20,800,400,20,5,60
495,65,5,5,0,180,10,80,20,800,400,20,5,60
500,70,5,5,0,180,10,80,20,800,400,20,5,60
505,75,5,5,0,180,10,80,20,800,400,20,5,60
510,80,5,5,0,180,10,80,20,800,400,20,5,60
515,85,5,5,0,180,10,80,20,800,400,20,5,60
520,90,5,5,0,180,10,80,20,800,400,20,5,60
525,95,5,5,0,180,10,80,20,800,400,20,5,60
530,100,5,5,0,180,10,80,20,800,400,20,5,60
535,105,5,5,0,180,10,80,20,800,400,20,5,60
540,110,5,5,0,180,10,80,20,800,400,20,5,60
545,115,5,5,0,180,10,80,20,800,400,20,5,60
550,120,5,5,0,180,10,80,20,800,400,20,5,60
555,125,5,5,0,180,10,80,20,800,400,20,5,60
560,130,5,5,1,180,10,80,20,800,400,20,5,60
565,135,5,5,0,200,10,80,20,800,400,20,5,60
570,140,5,5,0,200,10,80,20,800,400,20,5,60
575,145,5,5,0,200,10,80,20,800,400,20,5,60
580,150,5,5,0,200,10,80,20,800,400,20,5,60
585,155,5,5,0,200,10,80,20,800,400,20,5,60
590,160,5,5,0,200,10,80,20,800,400,20,5,60
595,165,5,5,0,200,10,80,20,800,400,20,5,60
600,170,5,5,0,200,10,80,20,800,400,20,5,60
605,175,5,5,0,200,10,80,20,800,400,20,5,60
610,180,5,5,1,200,10,80,20,800,400,20,5,60
615,185,5,5,0,220,10,80,20,800,400,20,5,60
620,190,5,5,0,220,10,80,20,800,400,20,5,60
625,195,5,5,0,220,10,80,20,800,400,20,5,60
630,200,5,5,0,220,10,80,20,800,400,20,5,60
635,205,5,5,0,220,10,80,20,800,400,20,5,60
640,210,5,5,0,220,10,80,20,800,400,20,5,60
645,215,5,5,0,220,10,80,20,800,400,20,5,60
650,220,5,5,1,220,10,80,20,800,400,20,5,60
655,225,5,5,0,240,10,80,20,800,400,20,5,60
660,230,5,5,0,240,10,80,20,800,400,20,5,60
665,235,5,5,0,240,10,80,20,800,400,20,5,60
670,240,5,5,0,240,10,80,20,800,400,20,5,60
675,245,5,5,0,240,10,80,20,800,400,20,5,60
680,250,5,5,1,240,10,80,20,800,400,20,5,60
685,255,5,5,0,260,10,80,20,800,400,20,5,60
690,260,5,5,0,260,10,80,20,800,400,20,5,60
695,265,5,5,0,260,10,80,20,800,400,20,5,60
700,270,5,5,0,260,10,80,20,800,400,20,5,60
705,275,5,5,0,260,10,80,20,800,400,20,5,60
710,280,5,5,1,260,10,80,20,800,400,20,5,60
715,285,5,5,0,280,10,80,20,800,400,20,5,60
720,290,5,5,0,280,10,80,20,800,400,20,5,60
725,295,5,5,0,280,10,80,20,800,400,20,5,60
730,300,5,5,0,280,10,80,20,800,400,20,5,60
735,305,5,5,0,280,10,80,20,800,400,20,5,60
740,310,5,5,1,280,10,80,20,800,400,20,5,60
745,315,5,5,0,300,10,80,20,800,400,20,5,60
750,320,5,5,0,300,10,80,20,800,400,20,5,60
755,325,5,5,0,300,10,80,20,800,400,20,5,60
760,330,5,5,0,300,10,80,20,800,400,20,5,60
765,335,5,5,0,300,10,80,20,800,400,20,5,60
770,340,5,5,1,300,10,80,20,800,400,20,5,60
775,345,5,5,0,320,10,80,20,800,400,20,5,60
770,350,-5,5,0,320,10,80,20,800,400,20,5,60
765,355,-5,5,0,320,10,80,20,800,400,20,5,60
760,360,-5,5,0,320,10,80,20,800,400,20,5,60
755,365,-5,5,0,320,10,80,20,800,400,20,5,60
750,370,-5,5,1,320,10,80,20,800,400,20,5,60
745,365,-5,-5,0,340,10,80,20,800,400,20,5,60
740,360,-5,-5,-1,340,10,80,20,800,400,20,5,60
735,355,-5,-5,0,320,10,80,20,800,400,20,5,60
730,350,-5,-5,0,320,10,80,20,800,400,20,5,60
725,345,-5,-5,0,320,10,80,20,800,400,20,5,60
720,340,-5,-5,0,320,10,80,20,800,400,20,5,60
715,335,-5,-5,0,320,10,80,20,800,400,20,5,60
710,330,-5,-5,0,320,10,80,20,800,400,20,5,60
705,325,-5,-5,0,320,10,80,20,800,400,20,5,60
700,320,-5,-5,0,320,10,80,20,800,400,20,5,60
695,315,-5,-5,0,320,10,80,20,800,400,20,5,60
690,310,-5,-5,0,320,10,80,20,800,400,20,5,60
685,305,-5,-5,0,320,10,80,20,800,400,20,5,60
680,300,-5,-5,0,320,10,80,20,800,400,20,5,60
675,295,-5,-5,0,320,10,80,20,800,400,20,5,60
670,290,-5,-5,0,320,10,80,20,800,400,20,5,60
665,285,-5,-5,0,320,10,80,20,800,400,20,5,60
660,280,-5,-5,0,320,10,80,20,800,400,20,5,60
655,275,-5,-5,0,320,10,80,20,800,400,20,5,60
650,270,-5,-5,0,320,10,80,20,800,400,20,5,60
645,265,-5,-5,0,320,10,80,20,800,400,20,5,60
640,260,-5,-5,0,320,10,80,20,800,400,20,5,60
635,255,-5,-5,0,320,10,80,20,800,400,20,5,60
630,250,-5,-5,0,320,10,80,20,800,400,20,5,60
625,245,-5,-5,0,320,10,80,20,800,400,20,5,60
620,240,-5,-5,0,320,10,80,20,800,400,20,5,60
615,235,-5,-5,0,320,10,80,20,800,400,20,5,60
610,230,-5,-5,0,320,10,80,20,800,400,20,5,60
605,225,-5,-5,0,320,10,80,20,800,400,20,5,60
600,220,-5,-5,0,320,10,80,20,800,400,20,5,60
595,215,-5,-5,0,320,10,80,20,800,400,20,5,60
590,210,-5,-5,0,320,10,80,20,800,400,20,5,60
585,205,-5,-5,0,320,10,80,20,800,400,20,5,60
580,200,-5,-5,0,320,10,80,20,800,400,20,5,60
575,195,-5,-5,0,320,10,80,20,800,400,20,5,60
570,190,-5,-5,-1,320,10,80,20,800,400,20,5,60
565,185,-5,-5,0,300,10,80,20,800,400,20,5,60
560,180,-5,-5,0,300,10,80,20,800,400,20,5,60
555,175,-5,-5,0,300,10,80,20,800,400,20,5,60
550,170,-5,-5,0,300,10,80,20,800,400,20,5,60
545,165,-5,-5,0,300,10,80,20,800,400,20,5,60
540,160,-5,-5,0,300,10,80,20,800,400,20,5,60
535,155,-5,-5,0,300,10,80,20,800,400,20,5,60
530,150,-5,-5,-1,300,10,80,20,800,400,20,5,60
525,145,-5,-5,0,280,10,80,20,800,400,20,5,60
520,140,-5,-5,0,280,10,80,20,800,400,20,5,60
515,135,-5,-5,0,280,10,80,20,800,400,20,5,60
510,130,-5,-5,0,280,10,80,20,800,400,20,5,60
505,125,-5,-5,0,280,10,80,20,800,400,20,5,60
500,120,-5,-5,0,280,10,80,20,800,400,20,5,60
495,115,-5,-5,0,280,10,80,20,800,400,20,5,60
490,110,-5,-5,0,280,10,80,20,800,400,20,5,60
485,105,-5,-5,0,280,10,80,20,800,400,20,5,60
480,100,-5,-5,0,280,10,80,20,800,400,20,5,60
475,95,-5,-5,-1,280,10,80,20,800,400,20,5,60
470,90,-5,-5,0,260,10,80,20,800,400,20,5,60
465,85,-5,-5,0,260,10,80,20,800,400,20,5,60
460,80,-5,-5,0,260,10,80,20,800,400,20,5,60
455,75,-5,-5,0,260,10,80,20,800,400,20,5,60
450,70,-5,-5,0,260,10,80,20,800,400,20,5,60
445,65,-5,-5,0,260,10,80,20,800,400,20,5,60
440,60,-5,-5,0,260,10,80,20,800,400,20,5,60
435,55,-5,-5,0,260,10,80,20,800,400,20,5,60
430,50,-5,-5,0,260,10,80,20,800,400,20,5,60
425,45,-5,-5,0,260,10,80,20,800,400,20,5,60
420,40,-5,-5,0,260,10,80,20,800,400,20,5,60
415,35,-5,-5,0,260,10,80,20,800,400,20,5,60
410,30,-5,-5,-1,260,10,80,20,800,400,20,5,60
405,35,-5,5,0,240,10,80,20,800,400,20,5,60
400,40,-5,5,0,240,10,80,20,800,400,20,5,60
395,45,-5,5,0,240,10,80,20,800,400,20,5,60
390,50,-5,5,0,240,10,80,20,800,400,20,5,60
385,55,-5,5,0,240,10,80,20,800,400,20,5,60
380,60,-5,5,0,240,10,80,20,800,400,20,5,60
375,65,-5,5,0,240,10,80,20,800,400,20,5,60
370,70,-5,5,0,240,10,80,20,800,400,20,5,60
365,75,-5,5,0,240,10,80,20,800,400,20,5,60
360,80,-5,5,0,240,10,80,20,800,400,20,5,60
355,85,-5,5,0,240,10,80,20,800,400,20,5,60
350,90,-5,5,0,240,10,80,20,800,400,20,5,60
345,95,-5,5,0,240,10,80,20,800,400,20,5,60
340,100,-5,5,0,240,10,80,20,800,400,20,5,60
335,105,-5,5,0,240,10,80,20,800,400,20,5,60
330,110,-5,5,0,240,10,80,20,800,400,20,5,60
325,115,-5,5,0,240,10,80,20,800,400,20,5,60
320,120,-5,5,0,240,10,80,20,800,400,20,5,60
315,125,-5,5,0,240,10,80,20,800,400,20,5,60
310,130,-5,5,0,240,10,80,20,800,400,20,5,60
305,135,-5,5,0,240,10,80,20,800,400,20,5,60
300,140,-5,5,0,240,10,80,20,800,400,20,5,60
295,145,-5,5,-1,240,10,80,20,800,400,20,5,60
290,150,-5,5,0,220,10,80,20,800,400,20,5,60
285,155,-5,5,0,220,10,80,20,800,400,20,5,60
280,160,-5,5,0,220,10,80,20,800,400,20,5,60
275,165,-5,5,0,220,10,80,20,800,400,20,5,60
270,170,-5,5,0,220,10,80,20,800,400,20,5,60
265,175,-5,5,0,220,10,80,20,800,400,20,5,60
260,180,-5,5,0,220,10,80,20,800,400,20,5,60
255,185,-5,5,0,220,10,80,20,800,400,20,5,60
250,190,-5,5,0,220,10,80,20,800,400,20,5,60
245,195,-5,5,0,220,10,80,20,800,400,20,5,60
240,200,-5,5,0,220,10,80,20,800,400,20,5,60
235,205,-5,5,0,220,10,80,20,800,400,20,5,60
230,210,-5,5,0,220,10,80,20,800,400,20,5,60
225,215,-5,5,0,220,10,80,20,800,400,20,5,60
220,220,-5,5,0,220,10,80,20,800,400,20,5,60
215,225,-5,5,0,220,10,80,20,800,400,20,5,60
210,230,-5,5,-1,220,10,80,20,800,400,20,5,60
205,235,-5,5,0,200,10,80,20,800,400,20,5,60
200,240,-5,5,0,200,10,80,20,800,400,20,5,60
195,245,-5,5,0,200,10,80,20,800,400,20,5,60
190,250,-5,5,0,200,10,80,20,800,400,20,5,60
185,255,-5,5,0,200,10,80,20,800,400,20,5,60
180,260,-5,5,0,200,10,80,20,800,400,20,5,60
175,265,-5,5,0,200,10,80,20,800,400,20,5,60
170,270,-5,5,0,200,10,80,20,800,400,20,5,60
165,275,-5,5,0,200,10,80,20,800,400,20,5,60
160,280,-5,5,0,200,10,80,20,800,400,20,5,60
155,285,-5,5,0,200,10,80,20,800,400,20,5,60
150,290,-5,5,0,200,10,80,20,800,400,20,5,60
145,295,-5,5,-1,200,10,80,20,800,400,20,5,60
140,300,-5,5,0,180,10,80,20,800,400,20,5,60
135,305,-5,5,0,180,10,80,20,800,400,20,5,60
130,310,-5,5,0,180,10,80,20,800,400,20,5,60
125,315,-5,5,0,180,10,80,20,800,400,20,5,60
120,320,-5,5,0,180,10,80,20,800,400,20,5,60
115,325,-5,5,0,180,10,80,20,800,400,20,5,60
110,330,-5,5,0,180,10,80,20,800,400,20,5,60
105,335,-5,5,0,180,10,80,20,800,400,20,5,60
100,340,-5,5,0,180,10,80,20,800,400,20,5,60
95,345,-5,5,0,180,10,80,20,800,400,20,5,60
90,350,-5,5,0,180,10,80,20,800,400,20,5,60
85,355,-5,5,0,180,10,80,20,800,400,20,5,60
80,360,-5,5,0,180,10,80,20,800,400,20,5,60
75,365,-5,5,0,180,10,80,20,800,400,20,5,60
70,370,-5,5,0,180,10,80,20,800,400,20,5,60
65,365,-5,-5,0,180,10,80,20,800,400,20,5,60
60,360,-5,-5,0,180,10,80,20,800,400,20,5,60
55,355,-5,-5,0,180,10,80,20,800,400,20,5,60
50,350,-5,-5,0,180,10,80,20,800,400,20,5,60
45,345,-5,-5,0,180,10,80,20,800,400,20,5,60
40,340,-5,-5,0,180,10,80,20,800,400,20,5,60
35,335,-5,-5,1,180,10,80,20,800,400,20,5,60
30,330,-5,-5,0,200,10,80,20,800,400,20,5,60
35,325,5,-5,0,200,10,80,20,800,400,20,5,60
40,320,5,-5,0,200,10,80,20,800,400,20,5,60
45,315,5,-5,0,200,10,80,20,800,400,20,5,60
50,310,5,-5,0,200,10,80,20,800,400,20,5,60
55,305,5,-5,0,200,10,80,20,800,400,20,5,60
60,300,5,-5,0,200,10,80,20,800,400,20,5,60
65,295,5,-5,0,200,10,80,20,800,400,20,5,60
70,290,5,-5,0,200,10,80,20,800,400,20,5,60
75,285,5,-5,0,200,10,80,20,800,400,20,5,60
80,280,5,-5,0,200,10,80,20,800,400,20,5,60
85,275,5,-5,0,200,10,80,20,800,400,20,5,60
90,270,5,-5,0,200,10,80,20,800,400,20,5,60
95,265,5,-5,1,200,10,80,20,800,400,20,5,60
100,260,5,-5,0,220,10,80,20,800,400,20,5,60
105,255,5,-5,0,220,10,80,20,800,400,20,5,60
110,250,5,-5,0,220,10,80,20,800,400,20,5,60
115,245,5,-5,0,220,10,80,20,800,400,20,5,60
120,240,5,-5,0,220,10,80,20,800,400,20,5,60
125,235,5,-5,0,220,10,80,20,800,400,20,5,60
130,230,5,-5,0,220,10,80,20,800,400,20,5,60
135,225,5,-5,0,220,10,80,20,800,400,20,5,60
140,220,5,-5,0,220,10,80,20,800,400,20,5,60
145,215,5,-5,0,220,10,80,20,800,400,20,5,60
150,210,5,-5,0,220,10,80,20,800,400,20,5,60
155,205,5,-5,1,220,10,80,20,800,400,20,5,60
160,200,5,-5,0,240,10,80,20,800,400,20,5,60
165,195,5,-5,0,240,10,80,20,800,400,20,5,60
170,190,5,-5,0,240,10,80,20,800,400,20,5,60
175,185,5,-5,0,240,10,80,20,800,400,20,5,60
180,180,5,-5,0,240,10,80,20,800,400,20,5,60
185,175,5,-5,0,240,10,80,20,800,400,20,5,60
190,170,5,-5,0,240,10,80,20,800,400,20,5,60
195,165,5,-5,0,240,10,80,20,800,400,20,5,60
200,160,5,-5,0,240,10,80,20,800,400,20,5,60
205,155,5,-5,0,240,10,80,20,800,400,20,5,60
210,150,5,-5,0,240,10,80,20,800,400,20,5,60
215,145,5,-5,0,240,10,80,20,800,400,20,5,60
220,140,5,-5,0,240,10,80,20,800,400,20,5,60
225,135,5,-5,0,240,10,80,20,800,400,20,5,60
230,130,5,-5,0,240,10,80,20,800,400,20,5,60
235,125,5,-5,0,240,10,80,20,800,400,20,5,60
240,120,5,-5,0,240,10,80,20,800,400,20,5,60
245,115,5,-5,0,240,10,80,20,800,400,20,5,60
250,110,5,-5,0,240,10,80,20,800,400,20,5,60
255,105,5,-5,0,240,10,80,20,800,400,20,5,60
260,100,5,-5,0,240,10,80,20,800,400,20,5,60
265,95,5,-5,0,240,10,80,20,800,400,20,5,60
270,90,5,-5,0,240,10,80,20,800,400,20,5,60
275,85,5,-5,0,240,10,80,20,800,400,20,5,60
280,80,5,-5,0,240,10,80,20,800,400,20,5,60
285,75,5,-5,0,240,10,80,20,800,400,20,5,60
290,70,5,-5,0,240,10,80,20,800,400,20,5,60
295,65,5,-5,0,240,10,80,20,800,400,20,5,60
300,60,5,-5,0,240,10,80,20,800,400,20,5,60
305,55,5,-5,-1,240,10,80,20,800,400,20,5,60
310,50,5,-5,0,220,10,80,20,800,400,20,5,60
315,45,5,-5,0,220,10,80,20,800,400,20,5,60
320,40,5,-5,0,220,10,80,20,800,400,20,5,60
325,35,5,-5,0,220,10,80,20,800,400,20,5,60
330,30,5,-5,0,220,10,80,20,800,400,20,5,60
335,35,5,5,0,220,10,80,20,800,400,20,5,60
340,40,5,5,0,220,10,80,20,800,400,20,5,60
345,45,5,5,0,220,10,80,20,800,400,20,5,60
350,50,5,5,0,220,10,80,20,800,400,20,5,60
355,55,5,5,0,220,10,80,20,800,400,20,5,60
360,60,5,5,0,220,10,80,20,800,400,20,5,60
365,65,5,5,-1,220,10,80,20,800,400,20,5,60
370,70,5,5,0,200,10,80,20,800,400,20,5,60
375,75,5,5,0,200,10,80,20,800,400,20,5,60
380,80,5,5,0,200,10,80,20,800,400,20,5,60
385,85,5,5,0,200,10,80,20,800,400,20,5,60
390,90,5,5,0,200,10,80,20,800,400,20,5,60
395,95,5,5,0,200,10,80,20,800,400,20,5,60
400,100,5,5,0,200,10,80,20,800,400,20,5,60
405,105,5,5,0,200,10,80,20,800,400,20,5,60
410,110,5,5,0,200,10,80,20,800,400,20,5,60
415,115,5,5,0,200,10,80,20,800,400,20,5,60
420,120,5,5,0,200,10,80,20,800,400,20,5,60
425,125,5,5,0,200,10,80,20,800,400,20,5,60
430,130,5,5,0,200,10,80,20,800,400,20,5,60
435,135,5,5,0,200,10,80,20,800,400,20,5,60
440,140,5,5,0,200,10,80,20,800,400,20,5,60
445,145,5,5,0,200,10,80,20,800,400,20,5,60
450,150,5,5,0,200,10,80,20,800,400,20,5,60
455,155,5,5,0,200,10,80,20,800,400,20,5,60
460,160,5,5,1,200,10,80,20,800,400,20,5,60
465,165,5,5,0,220,10,80,20,800,400,20,5,60
470,170,5,5,0,220,10,80,20,800,400,20,5,60
475,175,5,5,0,220,10,80,20,800,400,20,5,60
480,180,5,5,0,220,10,80,20,800,400,20,5,60
485,185,5,5,0,220,10,80,20,800,400,20,5,60
490,190,5,5,0,220,10,80,20,800,400,20,5,60
495,195,5,5,0,220,10,80,20,800,400,20,5,60
500,200,5,5,0,220,10,80,20,800,400,20,5,60
505,205,5,5,0,220,10,80,20,800,400,20,5,60
510,210,5,5,1,220,10,80,20,800,400,20,5,60
515,215,5,5,0,240,10,80,20,800,400,20,5,60
520,220,5,5,0,240,10,80,20,800,400,20,5,60
525,225,5,5,0,240,10,80,20,800,400,20,5,60
530,230,5,5,0,240,10,80,20,800,400,20,5,60
535,235,5,5,0,240,10,80,20,800,400,20,5,60
540,240,5,5,0,240,10,80,20,800,400,20,5,60
545,245,5,5,0,240,10,80,20,800,400,20,5,60
550,250,5,5,0,240,10,80,20,800,400,20,5,60
555,255,5,5,1,240,10,80,20,800,400,20,5,60
560,260,5,5,0,260,10,80,20,800,400,20,5,60
565,265,5,5,0,260,10,80,20,800,400,20,5,60
570,270,5,5,0,260,10,80,20,800,400,20,5,60
575,275,5,5,0,260,10,80,20,800,400,20,5,60
580,280,5,5,0,260,10,80,20,800,400,20,5,60
585,285,5,5,0,260,10,80,20,800,400,20,5,60
590,290,5,5,0,260,10,80,20,800,400,20,5,60
595,295,5,5,0,260,10,80,20,800,400,20,5,60
600,300,5,5,0,260,10,80,20,800,400,20,5,60
605,305,5,5,0,260,10,80,20,800,400,20,5,60
610,310,5,5,0,260,10,80,20,800,400,20,5,60
615,315,5,5,0,260,10,80,20,800,400,20,5,60
620,320,5,5,0,260,10,80,20,800,400,20,5,60
625,325,5,5,0,260,10,80,20,800,400,20,5,60
630,330,5,5,0,260,10,80,20,800,400,20,5,60
635,335,5,5,0,260,10,80,20,800,400,20,5,60
640,340,5,5,1,260,10,80,20,800,400,20,5,60
645,345,5,5,0,280,10,80,20,800,400,20,5,60
650,350,5,5,0,280,10,80,20,800,400,20,5,60
655,355,5,5,0,280,10,80,20,800,400,20,5,60
660,360,5,5,0,280,10,80,20,800,400,20,5,60
665,365,5,5,0,280,10,80,20,800,400,20,5,60
670,370,5,5,0,280,10,80,20,800,400,20,5,60
675,365,5,-5,0,280,10,80,20,800,400,20,5,60
680,360,5,-5,0,280,10,80,20,800,400,20,5,60
685,355,5,-5,0,280,10,80,20,800,400,20,5,60
690,350,5,-5,0,280,10,80,20,800,400,20,5,60
695,345,5,-5,0,280,10,80,20,800,400,20,5,60
700,340,5,-5,0,280,10,80,20,800,400,20,5,60
705,335,5,-5,0,280,10,80,20,800,400,20,5,60
710,330,5,-5,0,280,10,80,20,800,400,20,5,60
715,325,5,-5,0,280,10,80,20,800,400,20,5,60
720,320,5,-5,0,280,10,80,20,800,400,20,5,60
725,315,5,-5,0,280,10,80,20,800,400,20,5,60
730,310,5,-5,0,280,10,80,20,800,400,20,5,60
735,305,5,-5,0,280,10,80,20,800,400,20,5,60
740,300,5,-5,0,280,10,80,20,800,400,20,5,60
745,295,5,-5,0,280,10,80,20,800,400,20,5,60
750,290,5,-5,0,280,10,80,20,800,400,20,5,60
755,285,5,-5,0,280,10,80,20,800,400,20,5,60
760,280,5,-5,-1,280,10,80,20,800,400,20,5,60
765,275,5,-5,0,260,10,80,20,800,400,20,5,60
770,270,5,-5,0,260,10,80,20,800,400,20,5,60
765,265,-5,-5,0,260,10,80,20,800,400,20,5,60
760,260,-5,-5,0,260,10,80,20,800,400,20,5,60
755,255,-5,-5,0,260,10,80,20,800,400,20,5,60
750,250,-5,-5,0,260,10,80,20,800,400,20,5,60
745,245,-5,-5,0,260,10,80,20,800,400,20,5,60
740,240,-5,-5,0,260,10,80,20,800,400,20,5,60
735,235,-5,-5,-1,260,10,80,20,800,400,20,5,60
730,230,-5,-5,0,240,10,80,20,800,400,20,5,60
725,225,-5,-5,0,240,10,80,20,800,400,20,5,60
720,220,-5,-5,0,240,10,80,20,800,400,20,5,60
715,215,-5,-5,0,240,10,80,20,800,400,20,5,60
710,210,-5,-5,0,240,10,80,20,800,400,20,5,60
705,205,-5,-5,0,240,10,80,20,800,400,20,5,60
700,200,-5,-5,0,240,10,80,20,800,400,20,5,60
695,195,-5,-5,0,240,10,80,20,800,400,20,5,60
690,190,-5,-5,0,240,10,80,20,800,400,20,5,60
685,185,-5,-5,0,240,10,80,20,800,400,20,5,60
680,180,-5,-5,0,240,10,80,20,800,400,20,5,60
675,175,-5,-5,0,240,10,80,20,800,400,20,5,60
670,170,-5,-5,0,240,10,80,20,800,400,20,5,60
665,165,-5,-5,0,240,10,80,20,800,400,20,5,60
660,160,-5,-5,0,240,10,80,20,800,400,20,5,60
655,155,-5,-5,0,240,10,80,20,800,400,20,5,60
650,150,-5,-5,0,240,10,80,20,800,400,20,5,60
645,145,-5,-5,0,240,10,80,20,800,400,20,5,60
640,140,-5,-5,0,240,10,80,20,800,400,20,5,60
635,135,-5,-5,0,240,10,80,20,800,400,20,5,60
630,130,-5,-5,0,240,10,80,20,800,400,20,5,60
625,125,-5,-5,0,240,10,80,20,800,400,20,5,60
620,120,-5,-5,0,240,10,80,20,800,400,20,5,60
615,115,-5,-5,0,240,10,80,20,800,400,20,5,60
610,110,-5,-5,0,240,10,80,20,800,400,20,5,60
605,105,-5,-5,1,240,10,80,20,800,400,20,5,60
600,100,-5,-5,0,260,10,80,20,800,400,20,5,60
595,95,-5,-5,0,260,10,80,20,800,400,20,5,60
590,90,-5,-5,0,260,10,80,20,800,400,20,5,60
585,85,-5,-5,0,260,10,80,20,800,400,20,5,60
580,80,-5,-5,0,260,10,80,20,800,400,20,5,60
575,75,-5,-5,0,260,10,80,20,800,400,20,5,60
570,70,-5,-5,0,260,10,80,20,800,400,20,5,60
565,65,-5,-5,0,260,10,80,20,800,400,20,5,60
560,60,-5,-5,1,260,10,80,20,800,400,20,5,60
555,55,-5,-5,0,280,10,80,20,800,400,20,5,60
550,50,-5,-5,0,280,10,80,20,800,400,20,5,60
545,45,-5,-5,0,280,10,80,20,800,400,20,5,60
540,40,-5,-5,0,280,10,80,20,800,400,20,5,60
535,35,-5,-5,0,280,10,80,20,800,400,20,5,60
530,30,-5,-5,0,280,10,80,20,800,400,20,5,60
525,35,-5,5,0,280,10,80,20,800,400,20,5,60
520,40,-5,5,0,280,10,80,20,800,400,20,5,60
515,45,-5,5,0,280,10,80,20,800,400,20,5,60
510,50,-5,5,0,280,10,80,20,800,400,20,5,60
505,55,-5,5,0,280,10,80,20,800,400,20,5,60
500,60,-5,5,0,280,10,80,20,800,400,20,5,60
495,65,-5,5,-1,280,10,80,20,800,400,20,5,60
490,70,-5,5,0,260,10,80,20,800,400,20,5,60
485,75,-5,5,0,260,10,80,20,800,400,20,5,60
